treated,age,education,black,hispanic,married,nodegree,re75,re78,group,re74
0,42,10,1,0,0,1,0,6930.3359,Exp control,
0,39,12,1,0,1,0,0,3795.7991,Exp control,
0,27,11,1,0,1,1,20035.26,9074.7637,Exp control,
0,34,13,1,0,1,0,0,5193.2471,Exp control,
0,25,11,1,0,1,1,3266.406,479.2677,Exp control,
0,28,10,1,0,0,1,10068.4,0,Exp control,
0,24,7,1,0,0,1,0,2193.5281,Exp control,
0,32,11,1,0,0,1,0,11120.53,Exp control,
0,27,13,1,0,0,0,0,7609.5181,Exp control,
0,20,12,1,0,0,0,4932.2148,6086.9658,Exp control,
0,29,13,1,0,0,0,2265.5791,2725.322,Exp control,
0,26,10,1,0,0,1,0,2169.0271,Exp control,
0,44,11,1,0,0,1,0,0,Exp control,
0,24,9,1,0,0,1,4118.6812,597.41998,Exp control,
0,28,10,0,0,1,1,6346.1929,6793.0771,Exp control,
0,24,11,1,0,0,1,1327.993,9495.9023,Exp control,
0,25,11,1,0,0,1,0,1264.2321,Exp control,
0,25,8,1,0,1,1,515.82739,14281.31,Exp control,
0,23,11,1,0,0,1,5716.4072,10274.84,Exp control,
0,20,11,1,0,0,1,1650.4611,278.87509,Exp control,
0,24,12,1,0,0,0,8100.5332,11235.11,Exp control,
0,20,11,0,0,1,1,8159.5068,6336.7832,Exp control,
0,25,12,1,0,0,0,0,0,Exp control,
0,28,11,1,0,0,1,863.47949,0,Exp control,
0,28,12,1,0,1,0,0,0,Exp control,
0,21,12,0,0,0,0,5440.8149,11544.01,Exp control,
0,24,11,0,0,0,1,1468.3831,10361.69,Exp control,
0,32,10,1,0,0,1,0,0,Exp control,
0,21,10,1,0,1,1,1785.1801,6831.106,Exp control,
0,21,8,1,0,0,1,6608.3042,3083.5811,Exp control,
0,25,10,1,0,1,1,11696.37,11127.28,Exp control,
0,22,10,0,0,1,1,23031.98,5448.8008,Exp control,
0,22,10,1,0,0,1,0,0,Exp control,
0,19,9,1,0,0,1,0,5712.6431,Exp control,
0,31,10,1,0,1,1,0,0,Exp control,
0,23,11,1,0,0,1,0,0,Exp control,
0,22,11,1,0,0,1,875.26147,9139.6523,Exp control,
0,33,11,1,0,0,1,0,0,Exp control,
0,27,10,1,0,0,1,0,1184.882,Exp control,
0,29,11,1,0,1,1,0,10225.88,Exp control,
0,38,10,1,0,1,1,14701.95,4393.5229,Exp control,
0,20,6,1,0,0,1,2850.6101,0,Exp control,
0,23,10,1,0,0,1,0,0,Exp control,
0,29,11,1,0,0,1,3256.165,3290.293,Exp control,
0,26,9,1,0,0,1,6955.0542,11856.88,Exp control,
0,25,9,1,0,1,1,0,4715.3711,Exp control,
0,24,11,1,0,0,1,13370.58,19533.881,Exp control,
0,25,10,1,0,0,1,0,289.78989,Exp control,
0,23,11,0,0,0,1,19995.641,12896.22,Exp control,
0,25,13,1,0,0,0,3751.0481,1672.776,Exp control,
0,20,9,1,0,0,1,9164.4492,8924.3945,Exp control,
0,25,11,1,0,0,1,3072.7261,284.65839,Exp control,
0,29,12,0,0,0,0,12205.14,16328.96,Exp control,
0,25,9,1,0,1,1,16946.631,7343.9639,Exp control,
0,23,11,1,0,0,1,580.7901,0,Exp control,
0,44,9,1,0,1,1,10857.24,12359.31,Exp control,
0,22,12,1,0,1,0,9352.1992,8072.1812,Exp control,
0,20,11,0,0,0,1,1159.131,0,Exp control,
0,36,11,1,0,0,1,7311.561,0,Exp control,
0,24,10,1,0,0,1,0,0,Exp control,
0,28,8,0,0,0,1,0,8190.4209,Exp control,
0,39,11,1,0,0,1,83.689636,0,Exp control,
0,27,12,0,1,0,0,24276.971,15762.88,Exp control,
0,31,10,1,0,0,1,520.44629,14527.88,Exp control,
0,26,6,1,0,0,1,0,4813.0498,Exp control,
0,30,11,1,0,1,1,24105.391,7263.0249,Exp control,
0,31,8,1,0,0,1,4577.6802,6153.8301,Exp control,
0,26,8,1,0,0,1,5562.5981,3523.5779,Exp control,
0,26,10,1,0,1,1,9107.4307,12659.58,Exp control,
0,24,12,1,0,0,0,159.8847,0,Exp control,
0,25,11,1,0,0,1,2455.0669,8764.1484,Exp control,
0,29,9,1,0,0,1,9160.6934,0,Exp control,
0,30,14,1,0,1,0,0,7344.6782,Exp control,
0,25,10,1,0,1,1,0,0,Exp control,
0,41,12,1,0,0,0,9818.4668,0,Exp control,
0,29,11,1,0,1,1,0,0,Exp control,
0,25,12,1,0,1,0,0,0,Exp control,
0,28,13,1,0,0,0,0,0,Exp control,
0,23,11,1,0,0,1,0,4350.9072,Exp control,
0,54,11,1,0,0,1,0,7812.522,Exp control,
0,33,5,0,1,0,1,0,0,Exp control,
0,31,12,0,0,0,0,494.64301,0,Exp control,
0,34,12,1,0,0,0,4087.2141,5670.8198,Exp control,
0,50,8,1,0,1,1,5630.0498,8997.1934,Exp control,
0,31,11,1,0,0,1,7505.2129,308.33521,Exp control,
0,36,12,0,1,0,0,11491.95,4978.501,Exp control,
0,20,8,1,0,0,1,0,3644.655,Exp control,
0,24,12,0,0,1,0,24294.75,665.73743,Exp control,
0,23,12,0,1,0,0,8960.6836,7078.1782,Exp control,
0,26,13,0,0,0,0,5395.1191,9766.2002,Exp control,
0,28,11,0,0,0,1,3200.9121,7645.0552,Exp control,
0,45,9,1,0,0,1,0,4844.8032,Exp control,
0,23,10,1,0,1,1,9854.1533,0,Exp control,
0,28,11,1,0,0,1,13371.25,0,Exp control,
0,26,11,1,0,1,1,4184.7319,0,Exp control,
0,22,10,1,0,0,1,2174.9551,5344.021,Exp control,
0,27,13,0,0,0,0,474.5018,4812.5762,Exp control,
0,27,12,0,1,0,0,2677.771,17395.17,Exp control,
0,39,6,1,0,0,1,0,0,Exp control,
0,25,11,1,0,0,1,0,0,Exp control,
0,31,11,1,0,0,1,18291.41,0,Exp control,
0,22,12,1,0,0,0,2003.6801,439.68811,Exp control,
0,22,10,1,0,0,1,13732.98,10770.96,Exp control,
0,28,10,1,0,0,1,367.82339,4858.895,Exp control,
0,31,11,1,0,0,1,6382.5869,0,Exp control,
0,27,10,1,0,1,1,11280.71,0,Exp control,
0,28,11,1,0,1,1,5393.895,4974.5859,Exp control,
0,26,12,1,0,0,0,0,0,Exp control,
0,27,12,1,0,0,0,32984.25,10833.34,Exp control,
0,27,12,0,0,0,0,5035.4438,0,Exp control,
0,36,12,1,0,0,0,142.39729,0,Exp control,
0,26,8,1,0,1,1,4084.2581,0,Exp control,
0,23,9,1,0,1,1,19289.85,7600.104,Exp control,
0,23,10,1,0,0,1,0,0,Exp control,
0,31,12,1,0,0,0,5613.9092,0,Exp control,
0,36,7,1,0,0,1,1606.662,20780.65,Exp control,
0,39,12,1,0,1,0,6608.1372,499.2572,Exp control,
0,35,11,1,0,1,1,8720.9053,0,Exp control,
0,21,9,0,0,0,1,1577.167,1740.199,Exp control,
0,36,11,0,1,0,1,3063.8779,1324.542,Exp control,
0,27,12,0,0,0,0,0,14792.9,Exp control,
0,26,11,1,0,0,1,1174.991,6672.021,Exp control,
0,28,9,1,0,1,1,9210.4473,1239.844,Exp control,
0,33,9,0,1,1,1,0,0,Exp control,
0,28,11,1,0,1,1,10033.91,0,Exp control,
0,22,11,1,0,0,1,6974.4839,3708.719,Exp control,
0,25,11,1,0,0,1,4284.4292,4116.7021,Exp control,
0,25,10,1,0,1,1,0,0,Exp control,
0,27,11,1,0,0,1,766.29858,0,Exp control,
0,26,8,0,0,1,1,36941.27,30247.5,Exp control,
0,28,12,1,0,1,0,5551.4561,12780.02,Exp control,
0,25,10,0,0,0,1,8140.4019,3412.9551,Exp control,
0,22,10,0,0,0,1,10598.67,7094.9199,Exp control,
0,23,8,1,0,0,1,0,3746.7009,Exp control,
0,20,12,0,0,0,0,3104.8149,12573.97,Exp control,
0,19,11,1,0,0,1,3285.6799,11195.93,Exp control,
0,17,9,0,1,0,1,671.22711,4209.5791,Exp control,
0,19,11,1,0,0,1,5160.2588,0,Exp control,
0,18,11,1,0,0,1,4152.6089,4164.7671,Exp control,
0,17,10,0,1,0,1,1239.6281,5088.9858,Exp control,
0,20,11,1,0,0,1,3248.937,6027.6392,Exp control,
0,18,8,1,0,0,1,0,1568.15,Exp control,
0,20,10,1,0,0,1,3677.5879,557.74988,Exp control,
0,18,11,1,0,0,1,2041.363,796.55902,Exp control,
0,19,10,0,1,0,1,2275.3679,4335.1592,Exp control,
0,17,8,1,0,0,1,0,7010.4438,Exp control,
0,17,10,0,1,0,1,1734.559,6354.1938,Exp control,
0,18,10,1,0,0,1,2682.125,0,Exp control,
0,18,10,1,0,0,1,240.1067,2891.668,Exp control,
0,19,11,0,1,1,1,308.21921,0,Exp control,
0,18,11,1,0,0,1,8784.2373,1824.377,Exp control,
0,19,11,1,0,0,1,1615.901,8823.0586,Exp control,
0,19,10,1,0,0,1,963.99707,7047.0801,Exp control,
0,19,9,0,1,0,1,0,3811.6831,Exp control,
0,18,10,1,0,0,1,1642.365,0,Exp control,
0,18,10,1,0,0,1,0,9602.4395,Exp control,
0,17,11,1,0,0,1,3796.0291,0,Exp control,
0,18,6,0,1,0,1,6142.6812,3825.3081,Exp control,
0,19,11,1,0,0,1,2445.5891,9772.2832,Exp control,
0,18,8,0,1,0,1,0,10798.56,Exp control,
0,18,11,1,0,0,1,0,4657.2729,Exp control,
0,17,11,1,0,0,1,0,8551.5332,Exp control,
0,19,10,1,0,0,1,0,4309.8779,Exp control,
0,19,10,1,0,0,1,0,5286.396,Exp control,
0,18,9,1,0,0,1,0,12486.17,Exp control,
0,18,10,1,0,0,1,2285.03,3268.938,Exp control,
0,18,11,1,0,0,1,2292.1709,4994.2271,Exp control,
0,18,10,1,0,0,1,273.55249,5514.3652,Exp control,
0,18,9,0,1,0,1,2684.9099,2978.6689,Exp control,
0,18,9,1,0,0,1,0,10877.35,Exp control,
0,18,12,1,0,0,0,1405.512,0,Exp control,
0,18,9,0,1,0,1,1646.51,1065.672,Exp control,
0,19,11,1,0,0,1,393.8598,2481.5181,Exp control,
0,18,7,0,1,1,1,2672.2019,6330.8882,Exp control,
0,19,11,0,0,0,1,823.25439,2649.5991,Exp control,
0,18,8,0,1,0,1,2483.8521,11135.53,Exp control,
0,17,8,1,0,0,1,1178.219,14380.17,Exp control,
0,18,10,1,0,0,1,0,202.2847,Exp control,
0,17,10,1,0,0,1,1726.439,11061.62,Exp control,
0,17,10,1,0,0,1,664.56897,0,Exp control,
0,20,10,1,0,0,1,690.19202,10864.88,Exp control,
0,18,10,1,0,0,1,1428.144,11602.94,Exp control,
0,19,11,1,0,0,1,705.19641,0,Exp control,
0,17,10,1,0,0,1,0,2657.7051,Exp control,
0,18,7,1,0,0,1,0,4132.5771,Exp control,
0,18,11,1,0,0,1,0,11303.14,Exp control,
0,20,9,1,0,0,1,2483.8521,0,Exp control,
0,19,10,0,1,0,1,0,0,Exp control,
0,18,9,1,0,0,1,0,0,Exp control,
0,17,10,1,0,0,1,0,0,Exp control,
0,17,11,1,0,0,1,1156.797,6365.0308,Exp control,
0,17,10,1,0,0,1,0,2189.426,Exp control,
0,18,9,1,0,0,1,490.46561,3480.8469,Exp control,
0,19,11,1,0,0,1,0,0,Exp control,
0,17,8,0,0,0,1,0,10210.99,Exp control,
0,18,10,1,0,0,1,0,11048.08,Exp control,
0,18,9,1,0,0,1,0,0,Exp control,
0,17,9,1,0,0,1,2595.2671,0,Exp control,
0,17,8,1,0,0,1,0,8993.8652,Exp control,
0,17,8,1,0,0,1,2036.79,0,Exp control,
0,19,9,0,1,0,1,2750.8411,15581.44,Exp control,
0,17,9,1,0,0,1,620.96271,18085.73,Exp control,
0,19,10,1,0,0,1,1428.144,4687.937,Exp control,
0,19,6,0,1,0,1,0,5071.8008,Exp control,
0,20,11,1,0,0,1,1633.202,1310.7271,Exp control,
0,19,10,0,0,0,1,0,3194.01,Exp control,
0,17,11,0,0,0,1,0,0,Exp control,
0,18,9,0,0,0,1,559.59601,7300.498,Exp control,
0,20,11,1,0,0,1,7666.875,7659.2178,Exp control,
0,20,10,1,0,0,1,2856.2871,18347.26,Exp control,
0,20,9,1,0,0,1,0,5193.0889,Exp control,
0,19,9,1,0,0,1,2642.0669,2652.625,Exp control,
0,18,10,1,0,0,1,2456.9939,13674.75,Exp control,
0,19,11,1,0,0,1,4503.064,0,Exp control,
0,17,9,1,0,0,1,0,0,Exp control,
0,18,9,1,0,0,1,1413.863,3475.52,Exp control,
0,17,11,1,0,0,1,165.2077,4251.127,Exp control,
0,17,10,1,0,0,1,0,275.5661,Exp control,
0,19,10,1,0,0,1,604.15387,0,Exp control,
0,17,10,0,1,0,1,1168.902,11306.27,Exp control,
0,20,9,1,0,0,1,9691.0332,8562.6025,Exp control,
0,17,9,1,0,0,1,0,3590.7019,Exp control,
0,19,11,1,0,0,1,0,0,Exp control,
0,17,10,0,0,0,1,2465.613,4211.6621,Exp control,
0,19,10,1,0,1,1,0,12797.67,Exp control,
0,20,9,1,0,0,1,0,2035.9139,Exp control,
0,18,11,1,0,0,1,1170.327,604.2287,Exp control,
0,18,10,0,1,1,1,1922.625,4768.354,Exp control,
0,18,9,1,0,0,1,0,2389.679,Exp control,
0,18,11,1,0,0,1,0,0,Exp control,
0,20,10,1,0,0,1,2749.9771,6867.7412,Exp control,
0,17,10,0,1,0,1,0,8469.2754,Exp control,
0,19,11,1,0,0,1,0,0,Exp control,
0,19,9,1,0,0,1,1537.929,4188.7358,Exp control,
0,17,10,1,0,0,1,0,1143.387,Exp control,
0,20,11,1,0,0,1,8012.085,18155.83,Exp control,
0,17,8,1,0,0,1,768.81018,3020.948,Exp control,
0,18,8,0,0,0,1,1345.9091,1725.592,Exp control,
0,20,10,1,0,0,1,825.2301,0,Exp control,
0,17,9,0,1,0,1,0,5114.814,Exp control,
0,17,9,1,0,0,1,1206.441,0,Exp control,
0,19,11,1,0,0,1,0,0,Exp control,
0,18,10,1,0,0,1,0,781.2243,Exp control,
0,47,12,0,0,0,0,0,0,Nonexp control,0
0,50,12,1,0,1,0,0,0,Nonexp control,0
0,44,12,0,0,0,0,0,0,Nonexp control,0
0,28,12,1,0,1,0,0,0,Nonexp control,0
0,54,12,0,0,1,0,0,0,Nonexp control,0
0,55,12,0,1,1,0,0,0,Nonexp control,0
0,47,12,0,0,1,0,0,0,Nonexp control,0
0,25,12,1,0,0,0,0,0,Nonexp control,0
0,44,12,0,0,1,0,0,0,Nonexp control,0
0,50,12,1,0,1,0,0,0,Nonexp control,0
0,23,12,1,0,0,0,0,4728.7251,Nonexp control,0
0,49,14,0,0,1,0,0,0,Nonexp control,0
0,55,14,0,0,1,0,0,0,Nonexp control,0
0,34,14,1,0,1,0,0,0,Nonexp control,0
0,34,16,0,0,1,0,0,11821.813,Nonexp control,0
0,55,13,0,1,1,0,0,0,Nonexp control,0
0,52,12,0,0,1,0,0,0,Nonexp control,0
0,52,15,0,0,1,0,0,0,Nonexp control,0
0,30,16,0,0,1,0,0,0,Nonexp control,0
0,21,12,0,0,0,0,0,0,Nonexp control,0
0,30,17,0,0,0,0,0,0,Nonexp control,0
0,44,12,0,0,1,0,0,0,Nonexp control,0
0,46,12,0,0,0,0,0,0,Nonexp control,0
0,53,17,0,0,1,0,0,0,Nonexp control,0
0,26,16,0,0,0,0,0,9014.1318,Nonexp control,0
0,49,12,0,0,1,0,0,13299.539,Nonexp control,0
0,39,15,0,0,1,0,0,1921.0446,Nonexp control,0
0,26,17,0,0,1,0,0,11821.813,Nonexp control,0
0,32,16,0,0,1,0,0,0,Nonexp control,0
0,34,12,0,0,1,0,0,0,Nonexp control,0
0,31,14,0,0,1,0,0,0,Nonexp control,0
0,39,17,0,1,1,0,0,8866.3594,Nonexp control,0
0,40,17,0,0,1,0,0,0,Nonexp control,0
0,31,12,0,0,1,0,0,0,Nonexp control,0
0,27,13,0,0,1,0,0,28076.805,Nonexp control,0
0,48,12,0,0,1,0,0,0,Nonexp control,0
0,41,13,0,0,1,0,0,0,Nonexp control,0
0,26,14,0,0,0,0,0,0,Nonexp control,0
0,50,17,0,0,0,0,0,0,Nonexp control,0
0,48,12,0,0,1,0,0,12930.108,Nonexp control,0
0,45,16,0,0,1,0,0,0,Nonexp control,0
0,37,13,0,0,1,0,0,0,Nonexp control,0
0,33,12,0,0,1,0,0,0,Nonexp control,0
0,31,12,0,0,1,0,0,0,Nonexp control,0
0,36,12,1,0,1,0,0,17732.719,Nonexp control,0
0,44,13,0,0,1,0,0,0,Nonexp control,0
0,28,17,0,0,1,0,0,0,Nonexp control,0
0,30,17,0,0,1,0,0,0,Nonexp control,0
0,42,16,0,0,1,0,0,0,Nonexp control,0
0,30,12,0,0,1,0,0,0,Nonexp control,0
0,27,16,0,0,1,0,0,0,Nonexp control,0
0,37,12,0,0,1,0,0,0,Nonexp control,0
0,37,12,0,0,1,0,0,0,Nonexp control,0
0,45,12,0,0,1,0,0,22165.898,Nonexp control,0
0,35,16,0,0,1,0,0,0,Nonexp control,0
0,37,17,0,0,1,0,0,66497.695,Nonexp control,0
0,27,17,0,0,1,0,0,0,Nonexp control,0
0,47,14,0,0,1,0,0,0,Nonexp control,0
0,48,12,0,0,1,0,0,0,Nonexp control,0
0,42,12,0,0,1,0,0,0,Nonexp control,0
0,43,12,0,0,1,0,0,0,Nonexp control,0
0,46,12,0,0,1,0,0,0,Nonexp control,0
0,46,12,0,0,1,0,0,0,Nonexp control,0
0,46,12,0,0,1,0,0,0,Nonexp control,0
0,29,16,0,0,1,0,0,8396.4424,Nonexp control,0
0,39,13,0,0,1,0,0,0,Nonexp control,0
0,32,12,0,0,1,0,0,0,Nonexp control,0
0,48,16,0,0,1,0,0,0,Nonexp control,0
0,48,16,0,0,1,0,0,0,Nonexp control,0
0,41,13,0,0,1,0,0,0,Nonexp control,0
0,42,13,0,0,1,0,0,0,Nonexp control,0
0,42,13,0,0,1,0,0,0,Nonexp control,0
0,42,13,0,0,1,0,0,0,Nonexp control,0
0,54,13,0,0,1,0,0,0,Nonexp control,0
0,29,14,0,0,1,0,0,0,Nonexp control,0
0,54,12,0,0,1,0,0,0,Nonexp control,0
0,54,12,0,0,1,0,0,0,Nonexp control,0
0,26,14,0,0,1,0,0,0,Nonexp control,0
0,43,17,0,0,1,0,0,36943.164,Nonexp control,0
0,54,12,0,0,1,0,0,0,Nonexp control,0
0,37,12,0,0,1,0,0,0,Nonexp control,0
0,54,16,0,0,1,0,0,0,Nonexp control,0
0,48,17,0,0,1,0,0,0,Nonexp control,0
0,44,12,0,0,1,0,0,0,Nonexp control,0
0,54,12,0,0,1,0,0,0,Nonexp control,0
0,38,12,0,0,1,0,0,0,Nonexp control,0
0,37,13,0,0,1,0,0,0,Nonexp control,0
0,27,17,0,0,1,0,0,0,Nonexp control,0
0,51,12,0,0,1,0,0,0,Nonexp control,0
0,39,12,0,0,1,0,0,0,Nonexp control,0
0,55,14,0,0,1,0,0,0,Nonexp control,0
0,54,13,0,0,1,0,0,0,Nonexp control,0
0,54,13,0,0,1,0,0,0,Nonexp control,0
0,34,12,0,0,1,0,0,0,Nonexp control,0
0,50,14,0,0,1,0,0,0,Nonexp control,0
0,50,12,0,0,1,0,0,0,Nonexp control,0
0,21,14,0,1,0,0,71.6129,3657.3733,Nonexp control,0
0,26,12,0,0,1,0,71.6129,0,Nonexp control,0
0,21,13,0,0,0,0,692.85486,2659.9077,Nonexp control,0
0,23,16,0,0,1,0,1521.7742,0,Nonexp control,0
0,21,15,0,0,0,0,3222.5806,14777.266,Nonexp control,0
0,23,14,0,0,0,0,3401.6128,5319.8159,Nonexp control,0
0,27,16,0,0,1,0,4833.8711,0,Nonexp control,0
0,25,12,0,0,1,0,5729.0322,26599.078,Nonexp control,0
0,27,17,0,0,0,0,6087.0967,7388.6328,Nonexp control,0
0,55,12,0,0,1,0,6266.1289,10344.086,Nonexp control,0
0,20,12,0,0,1,0,7161.2905,0,Nonexp control,0
0,18,12,0,0,1,0,8056.4517,19210.445,Nonexp control,0
0,27,12,0,0,1,0,8235.4844,20688.172,Nonexp control,0
0,28,16,0,0,1,0,8951.6133,36943.164,Nonexp control,0
0,36,12,1,0,1,0,8951.6133,11821.813,Nonexp control,0
0,33,13,1,0,1,0,10741.935,20688.172,Nonexp control,0
0,36,12,0,0,1,0,10741.935,0,Nonexp control,0
0,27,13,0,0,1,0,16112.903,29554.531,Nonexp control,0
0,45,17,0,0,1,0,16112.903,17732.719,Nonexp control,0
0,45,17,0,0,1,0,16112.903,17732.719,Nonexp control,0
0,45,17,0,0,1,0,16112.903,17732.719,Nonexp control,0
0,31,12,0,0,1,0,17903.227,0,Nonexp control,0
0,34,12,0,0,1,0,17903.227,63542.242,Nonexp control,0
0,34,12,0,0,1,0,17903.227,63542.242,Nonexp control,0
0,47,14,0,0,1,0,17903.227,22165.898,Nonexp control,0
0,35,16,0,0,1,0,19693.549,17732.719,Nonexp control,0
0,43,17,0,0,1,0,21161.613,29554.531,Nonexp control,0
0,25,12,1,0,1,0,21483.871,1220.6022,Nonexp control,0
0,29,15,0,0,0,0,21483.871,22313.672,Nonexp control,0
0,31,12,0,0,1,0,21483.871,20688.172,Nonexp control,0
0,52,12,0,0,1,0,21483.871,22165.898,Nonexp control,0
0,22,16,0,0,0,0,22558.064,32509.984,Nonexp control,0
0,53,15,0,0,1,0,24169.355,28076.805,Nonexp control,0
0,29,17,0,0,1,0,25959.678,36898.832,Nonexp control,0
0,31,13,0,0,1,0,25959.678,39898.617,Nonexp control,0
0,35,12,0,0,1,0,26138.711,29554.531,Nonexp control,0
0,29,16,0,0,1,0,26854.84,23643.625,Nonexp control,0
0,39,12,0,0,1,0,28645.16,31032.258,Nonexp control,0
0,37,14,0,0,1,0,32225.807,0,Nonexp control,0
0,30,14,0,0,1,0,32225.807,22165.898,Nonexp control,0
0,43,17,0,0,1,0,42251.613,41376.344,Nonexp control,0
0,32,17,0,0,1,0,46548.387,39898.617,Nonexp control,0
0,44,12,0,0,1,0,71612.906,81274.961,Nonexp control,0
0,32,16,0,0,1,0,6910.645,18609.012,Nonexp control,577.9837
0,43,12,1,0,1,0,1879.8387,5910.9063,Nonexp control,715.13239
0,24,12,1,0,0,0,0,10344.086,Nonexp control,783.70673
0,22,13,0,0,0,0,0,2305.2534,Nonexp control,783.70673
0,35,15,0,0,1,0,537.09674,0,Nonexp control,979.63342
0,26,15,0,0,0,0,1879.8387,3250.9985,Nonexp control,979.63342
0,29,17,0,0,1,0,8951.6133,0,Nonexp control,979.63342
0,23,12,1,0,0,0,3222.5806,5910.9063,Nonexp control,1077.5967
0,19,12,0,0,1,0,8593.5488,26599.078,Nonexp control,1154.0081
0,48,16,0,0,1,0,1466.2742,1152.6267,Nonexp control,1240.2159
0,48,16,0,0,1,0,1466.2742,1152.6267,Nonexp control,1240.2159
0,22,12,1,0,1,0,0,0,Nonexp control,1269.6049
0,20,12,1,0,0,0,12532.258,2955.4531,Nonexp control,1367.5682
0,24,17,0,0,1,0,0,24825.807,Nonexp control,1371.4868
0,27,16,0,0,1,0,1253.2258,4363.7266,Nonexp control,1469.4501
0,21,14,0,0,0,0,2685.4839,11082.949,Nonexp control,1506.6761
0,53,13,0,0,1,0,3938.7097,4728.7251,Nonexp control,1567.4135
0,53,13,0,0,1,0,3938.7097,4728.7251,Nonexp control,1567.4135
0,53,16,0,0,1,0,0,2955.4531,Nonexp control,1665.3768
0,22,15,0,0,1,0,5370.9678,22165.898,Nonexp control,1763.3401
0,21,15,0,0,0,0,9667.7422,4137.6343,Nonexp control,1763.3401
0,30,12,0,0,1,0,1790.3226,1477.7266,Nonexp control,1959.2668
0,21,12,1,0,0,0,5460.4839,1152.6267,Nonexp control,1959.2668
0,27,16,0,0,1,0,17545.16,21427.035,Nonexp control,1959.2668
0,22,15,0,0,0,0,2864.5161,5024.2705,Nonexp control,1967.1039
0,22,12,1,0,1,0,2470.6453,0,Nonexp control,2006.2892
0,23,13,0,0,1,0,5370.9678,11378.495,Nonexp control,2155.1936
0,33,12,0,0,1,0,0,2770.7373,Nonexp control,2351.1201
0,24,13,0,0,0,0,3127.6936,14777.266,Nonexp control,2351.1201
0,20,12,1,0,0,0,4475.8066,17732.719,Nonexp control,2351.1201
0,22,16,0,0,0,0,23274.193,25860.215,Nonexp control,2351.1201
0,19,12,0,0,1,0,10741.935,0,Nonexp control,2547.0469
0,22,15,0,0,1,0,17187.098,25860.215,Nonexp control,2547.0469
0,43,14,0,0,1,0,0,6992.6021,Nonexp control,2645.0103
0,39,12,0,0,1,0,7161.2905,11821.813,Nonexp control,2742.9734
0,28,12,1,0,0,0,2864.5161,0,Nonexp control,2938.9001
0,19,14,0,0,0,0,3222.5806,0,Nonexp control,2938.9001
0,26,17,0,0,1,0,12532.258,23643.625,Nonexp control,2938.9001
0,18,12,0,0,1,0,11100,20688.172,Nonexp control,3134.8269
0,23,15,0,0,1,0,2506.4517,9974.6543,Nonexp control,3320.9573
0,24,12,1,0,0,0,4654.8389,11821.813,Nonexp control,3330.7537
0,27,12,0,0,1,0,0,5910.9063,Nonexp control,3526.6802
0,29,17,0,0,1,0,15217.742,24382.488,Nonexp control,3526.6802
0,22,12,1,0,0,0,17133.387,11821.813,Nonexp control,3579.5803
0,27,12,0,0,1,0,254.22581,1090.5623,Nonexp control,3722.6069
0,27,15,0,0,1,0,4654.8389,19210.445,Nonexp control,3722.6069
0,20,12,1,0,0,0,8951.6133,13299.539,Nonexp control,3730.4441
0,27,12,1,0,1,0,1994.4194,17732.719,Nonexp control,3918.5337
0,23,12,1,0,1,0,2864.5161,8866.3594,Nonexp control,3918.5337
0,23,12,1,0,1,0,11637.097,9752.9951,Nonexp control,3918.5337
0,22,12,0,0,1,0,15396.774,39898.617,Nonexp control,3918.5337
0,31,12,1,0,1,0,18440.322,24973.578,Nonexp control,3918.5337
0,26,17,0,0,0,0,11637.097,9457.4502,Nonexp control,4173.2383
0,20,12,0,0,1,0,0,4433.1797,Nonexp control,4310.3872
0,30,17,0,0,1,0,4296.7744,22476.221,Nonexp control,4310.3872
0,42,16,0,0,0,0,17903.227,16254.992,Nonexp control,4398.5542
0,21,14,0,0,1,0,9309.6777,23052.535,Nonexp control,4506.3135
0,25,16,0,0,1,0,2954.0322,0,Nonexp control,4604.2769
0,27,15,0,0,1,0,0,0,Nonexp control,4702.2402
0,26,17,0,0,1,0,19693.549,26599.078,Nonexp control,4702.2402
0,29,16,0,0,1,0,17187.098,23643.625,Nonexp control,4800.2036
0,20,12,0,0,0,0,716.12903,0,Nonexp control,4811.9595
0,52,12,0,0,1,0,0,0,Nonexp control,4898.167
0,23,17,0,0,0,0,2148.3872,33987.711,Nonexp control,4898.167
0,21,14,0,0,1,0,7161.2905,17141.629,Nonexp control,4898.167
0,24,16,0,0,0,0,8951.6133,17732.719,Nonexp control,4898.167
0,30,17,0,0,1,0,12084.677,5172.043,Nonexp control,4898.167
0,25,17,0,0,0,0,17414.469,5030.1812,Nonexp control,4996.1304
0,21,12,0,0,1,0,6803.2256,7388.6328,Nonexp control,5094.0938
0,28,12,0,0,1,0,10741.935,9014.1318,Nonexp control,5094.0938
0,20,12,0,0,1,0,6266.1289,15244.227,Nonexp control,5182.2607
0,36,16,0,0,0,0,4833.8711,5319.8159,Nonexp control,5290.0205
0,19,12,1,0,0,0,8056.4517,12117.358,Nonexp control,5387.9839
0,21,12,1,0,1,0,3043.5483,10048.541,Nonexp control,5868.0039
0,47,12,0,0,1,0,9513.7744,5319.8159,Nonexp control,5868.0039
0,24,16,0,0,1,0,4833.8711,33987.711,Nonexp control,5877.8003
0,24,12,1,0,1,0,8951.6133,17732.719,Nonexp control,5877.8003
0,25,17,0,0,1,0,10562.903,30101.289,Nonexp control,5877.8003
0,21,16,0,0,1,0,10562.903,16993.855,Nonexp control,5877.8003
